#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.416149E+01   0.913583E+02   0.600290E+02   0.411537E-04   0.410529E-04   0.000000E+00   0.864352E+02   0.864352E+02   0.864352E+02  -0.255381E-03   0.850215E+02   0.803625E+02   0.235957E-02
   0.459915E+01   0.766928E+02   0.503931E+02   0.282852E-04   0.282160E-04   0.000000E+00   0.725600E+02   0.725600E+02   0.725600E+02  -0.214385E-03   0.713732E+02   0.674619E+02   0.179237E-02
   0.508285E+01   0.643454E+02   0.422802E+02   0.194296E-04   0.193821E-04   0.000000E+00   0.608781E+02   0.608781E+02   0.608781E+02  -0.179870E-03   0.598822E+02   0.566003E+02   0.136080E-02
   0.561742E+01   0.539573E+02   0.354545E+02   0.133395E-04   0.133069E-04   0.000000E+00   0.510497E+02   0.510497E+02   0.510497E+02  -0.150831E-03   0.502145E+02   0.474621E+02   0.103265E-02
   0.620821E+01   0.452228E+02   0.297152E+02   0.915355E-05   0.913115E-05   0.000000E+00   0.427859E+02   0.427859E+02   0.427859E+02  -0.126415E-03   0.420859E+02   0.397786E+02   0.783276E-03
   0.686113E+01   0.378835E+02   0.248926E+02   0.627803E-05   0.626266E-05   0.000000E+00   0.358421E+02   0.358421E+02   0.358421E+02  -0.105899E-03   0.352556E+02   0.333223E+02   0.593866E-03
   0.758272E+01   0.317202E+02   0.208427E+02   0.430379E-05   0.429326E-05   0.000000E+00   0.300109E+02   0.300109E+02   0.300109E+02  -0.886700E-04   0.295198E+02   0.279005E+02   0.450082E-03
   0.838021E+01   0.265474E+02   0.174436E+02   0.294902E-05   0.294180E-05   0.000000E+00   0.251168E+02   0.251168E+02   0.251168E+02  -0.742099E-04   0.247058E+02   0.233500E+02   0.340987E-03
   0.926155E+01   0.222083E+02   0.145923E+02   0.201982E-05   0.201488E-05   0.000000E+00   0.210115E+02   0.210115E+02   0.210115E+02  -0.620806E-04   0.206677E+02   0.195329E+02   0.258253E-03
   0.102356E+02   0.185705E+02   0.122017E+02   0.138280E-05   0.137942E-05   0.000000E+00   0.175697E+02   0.175697E+02   0.175697E+02  -0.519114E-04   0.172822E+02   0.163326E+02   0.195537E-03
   0.113121E+02   0.155222E+02   0.101986E+02   0.946298E-06   0.943982E-06   0.000000E+00   0.146856E+02   0.146856E+02   0.146856E+02  -0.433901E-04   0.144454E+02   0.136509E+02   0.148017E-03
   0.125018E+02   0.129691E+02   0.852078E+01   0.647326E-06   0.645743E-06   0.000000E+00   0.122701E+02   0.122701E+02   0.122701E+02  -0.362532E-04   0.120694E+02   0.114049E+02   0.112024E-03
   0.138166E+02   0.108318E+02   0.711620E+01   0.442639E-06   0.441556E-06   0.000000E+00   0.102479E+02   0.102479E+02   0.102479E+02  -0.302785E-04   0.100803E+02   0.952455E+01   0.847733E-04
   0.152697E+02   0.904338E+01   0.594088E+01   0.302562E-06   0.301822E-06   0.000000E+00   0.855585E+01   0.855585E+01   0.855585E+01  -0.252791E-04   0.841593E+01   0.795116E+01   0.641480E-04
   0.168757E+02   0.754752E+01   0.495782E+01   0.206738E-06   0.206233E-06   0.000000E+00   0.714056E+01   0.714056E+01   0.714056E+01  -0.210975E-04   0.702382E+01   0.663514E+01   0.485418E-04
   0.186505E+02   0.629691E+01   0.413591E+01   0.141213E-06   0.140868E-06   0.000000E+00   0.595732E+01   0.595732E+01   0.595732E+01  -0.176015E-04   0.585996E+01   0.553486E+01   0.367367E-04
   0.206120E+02   0.525176E+01   0.344903E+01   0.964233E-07   0.961875E-07   0.000000E+00   0.496848E+01   0.496848E+01   0.496848E+01  -0.146798E-04   0.488731E+01   0.461534E+01   0.278089E-04
   0.227798E+02   0.437866E+01   0.287520E+01   0.658178E-07   0.656569E-07   0.000000E+00   0.414241E+01   0.414241E+01   0.414241E+01  -0.122391E-04   0.407477E+01   0.384716E+01   0.210582E-04
   0.251755E+02   0.364958E+01   0.239601E+01   0.449124E-07   0.448026E-07   0.000000E+00   0.345259E+01   0.345259E+01   0.345259E+01  -0.102010E-04   0.339625E+01   0.320567E+01   0.159545E-04
   0.278233E+02   0.304096E+01   0.199599E+01   0.306373E-07   0.305624E-07   0.000000E+00   0.287675E+01   0.287675E+01   0.287675E+01  -0.849963E-05   0.282985E+01   0.267016E+01   0.120961E-04
   0.307495E+02   0.253309E+01   0.166217E+01   0.208930E-07   0.208420E-07   0.000000E+00   0.239623E+01   0.239623E+01   0.239623E+01  -0.707989E-05   0.235721E+01   0.222328E+01   0.917914E-05
   0.339834E+02   0.210944E+01   0.138371E+01   0.142437E-07   0.142089E-07   0.000000E+00   0.199539E+01   0.199539E+01   0.199539E+01  -0.589558E-05   0.196294E+01   0.185050E+01   0.697373E-05
   0.375575E+02   0.175615E+01   0.115148E+01   0.970762E-08   0.968393E-08   0.000000E+00   0.166113E+01   0.166113E+01   0.166113E+01  -0.490797E-05   0.163416E+01   0.153961E+01   0.530593E-05
   0.415074E+02   0.146164E+01   0.957879E+00   0.661420E-08   0.659807E-08   0.000000E+00   0.138248E+01   0.138248E+01   0.138248E+01  -0.408466E-05   0.136008E+01   0.128043E+01   0.404431E-05
   0.458728E+02   0.121620E+01   0.796528E+00   0.450520E-08   0.449422E-08   0.000000E+00   0.115025E+01   0.115025E+01   0.115025E+01  -0.339853E-05   0.113166E+01   0.106441E+01   0.308949E-05
   0.506973E+02   0.101171E+01   0.662093E+00   0.306778E-08   0.306031E-08   0.000000E+00   0.956774E+00   0.956774E+00   0.956774E+00  -0.282688E-05   0.941356E+00   0.884433E+00   0.236640E-05
   0.560292E+02   0.841404E+00   0.550117E+00   0.208838E-08   0.208330E-08   0.000000E+00   0.795630E+00   0.795630E+00   0.795630E+00  -0.235077E-05   0.782857E+00   0.734517E+00   0.181836E-05
   0.619218E+02   0.699593E+00   0.456872E+00   0.142124E-08   0.141778E-08   0.000000E+00   0.661451E+00   0.661451E+00   0.661451E+00  -0.195432E-05   0.650881E+00   0.609674E+00   0.140252E-05
   0.684342E+02   0.581546E+00   0.379245E+00   0.966927E-09   0.964583E-09   0.000000E+00   0.549756E+00   0.549756E+00   0.549756E+00  -0.162431E-05   0.541021E+00   0.505739E+00   0.108657E-05
   0.756314E+02   0.483307E+00   0.314636E+00   0.657636E-09   0.656045E-09   0.000000E+00   0.456801E+00   0.456801E+00   0.456801E+00  -0.134966E-05   0.449593E+00   0.419230E+00   0.846101E-06
   0.835857E+02   0.401572E+00   0.260875E+00   0.447135E-09   0.446056E-09   0.000000E+00   0.379462E+00   0.379462E+00   0.379462E+00  -0.112116E-05   0.373525E+00   0.347243E+00   0.662685E-06
   0.923764E+02   0.333586E+00   0.216151E+00   0.303911E-09   0.303180E-09   0.000000E+00   0.315132E+00   0.315132E+00   0.315132E+00  -0.931088E-06   0.310254E+00   0.287355E+00   0.522426E-06
   0.102092E+03   0.277050E+00   0.178953E+00   0.206489E-09   0.205995E-09   0.000000E+00   0.261635E+00   0.261635E+00   0.261635E+00  -0.773025E-06   0.257637E+00   0.237542E+00   0.414827E-06
   0.112829E+03   0.230046E+00   0.148022E+00   0.140243E-09   0.139909E-09   0.000000E+00   0.217156E+00   0.217156E+00   0.217156E+00  -0.641609E-06   0.213891E+00   0.196119E+00   0.331970E-06
   0.124695E+03   0.190976E+00   0.122306E+00   0.952101E-10   0.949844E-10   0.000000E+00   0.180185E+00   0.180185E+00   0.180185E+00  -0.532374E-06   0.177529E+00   0.161680E+00   0.267877E-06
   0.137809E+03   0.158509E+00   0.100932E+00   0.646082E-10   0.644561E-10   0.000000E+00   0.149461E+00   0.149461E+00   0.149461E+00  -0.441598E-06   0.147312E+00   0.133056E+00   0.218032E-06
   0.152303E+03   0.131534E+00   0.831699E-01   0.438194E-10   0.437172E-10   0.000000E+00   0.123934E+00   0.123934E+00   0.123934E+00  -0.366174E-06   0.122206E+00   0.109269E+00   0.179025E-06
   0.168321E+03   0.109126E+00   0.684126E-01   0.297026E-10   0.296340E-10   0.000000E+00   0.102728E+00   0.102728E+00   0.102728E+00  -0.303520E-06   0.101351E+00   0.895085E-01   0.148278E-06
   0.186023E+03   0.905164E-01   0.561554E-01   0.201205E-10   0.200747E-10   0.000000E+00   0.851168E-01   0.851168E-01   0.851168E-01  -0.251486E-06   0.840304E-01   0.730996E-01   0.123842E-06
   0.205588E+03   0.750643E-01   0.459778E-01   0.136195E-10   0.135890E-10   0.000000E+00   0.704935E-01   0.704935E-01   0.704935E-01  -0.208280E-06   0.696487E-01   0.594804E-01   0.104240E-06
   0.227209E+03   0.622366E-01   0.375304E-01   0.921126E-11   0.919100E-11   0.000000E+00   0.583542E-01   0.583542E-01   0.583542E-01  -0.172413E-06   0.577096E-01   0.481844E-01   0.883546E-07
   0.251105E+03   0.515893E-01   0.305227E-01   0.622373E-11   0.621036E-11   0.000000E+00   0.482788E-01   0.482788E-01   0.482788E-01  -0.142644E-06   0.477999E-01   0.388240E-01   0.753360E-07
   0.277514E+03   0.427535E-01   0.247134E-01   0.420047E-11   0.419171E-11   0.000000E+00   0.399186E-01   0.399186E-01   0.399186E-01  -0.117943E-06   0.395765E-01   0.310783E-01   0.645394E-07
   0.306701E+03   0.354224E-01   0.199026E-01   0.283135E-11   0.282565E-11   0.000000E+00   0.329836E-01   0.329836E-01   0.329836E-01  -0.974531E-07   0.327539E-01   0.246811E-01   0.554741E-07
   0.338957E+03   0.293409E-01   0.159244E-01   0.190573E-11   0.190206E-11   0.000000E+00   0.272326E-01   0.272326E-01   0.272326E-01  -0.804614E-07   0.270948E-01   0.194126E-01   0.477665E-07
   0.374605E+03   0.242971E-01   0.126416E-01   0.128065E-11   0.127832E-11   0.000000E+00   0.224655E-01   0.224655E-01   0.224655E-01  -0.663765E-07   0.224021E-01   0.150911E-01   0.411323E-07
   0.414003E+03   0.201145E-01   0.994039E-02   0.859054E-12   0.857589E-12   0.000000E+00   0.185157E-01   0.185157E-01   0.185157E-01  -0.547065E-07   0.185116E-01   0.115666E-01   0.353553E-07
   0.457544E+03   0.166469E-01   0.772721E-02   0.575141E-12   0.574237E-12   0.000000E+00   0.152452E-01   0.152452E-01   0.152452E-01  -0.450435E-07   0.152876E-01   0.871544E-02   0.302731E-07
   0.505664E+03   0.137727E-01   0.592460E-02   0.384289E-12   0.383743E-12   0.000000E+00   0.125395E-01   0.125395E-01   0.125395E-01  -0.370490E-07   0.126169E-01   0.643523E-02   0.257646E-07
   0.558846E+03   0.113910E-01   0.446851E-02   0.256261E-12   0.255938E-12   0.000000E+00   0.103032E-01   0.103032E-01   0.103032E-01  -0.304418E-07   0.104057E-01   0.464054E-02   0.217422E-07
   0.617619E+03   0.941800E-02   0.330577E-02   0.170580E-12   0.170395E-12   0.000000E+00   0.845750E-02   0.845750E-02   0.845750E-02  -0.249885E-07   0.857628E-02   0.325889E-02   0.181452E-07
   0.682575E+03   0.778400E-02   0.239170E-02   0.113387E-12   0.113284E-12   0.000000E+00   0.693664E-02   0.693664E-02   0.693664E-02  -0.204950E-07   0.706387E-02   0.222700E-02   0.149347E-07
   0.754362E+03   0.643135E-02   0.168818E-02   0.753164E-13   0.752597E-13   0.000000E+00   0.568600E-02   0.568600E-02   0.568600E-02  -0.167998E-07   0.581485E-02   0.148757E-02   0.120898E-07
   0.833699E+03   0.531212E-02   0.116168E-02   0.500406E-13   0.500098E-13   0.000000E+00   0.465991E-02   0.465991E-02   0.465991E-02  -0.137681E-07   0.478460E-02   0.986271E-03   0.960210E-08
   0.921381E+03   0.438651E-02   0.781671E-03   0.332951E-13   0.332779E-13   0.000000E+00   0.382003E-02   0.382003E-02   0.382003E-02  -0.112867E-07   0.393596E-02   0.669788E-03   0.747109E-08
   0.101828E+04   0.362149E-02   0.519455E-03   0.222123E-13   0.222022E-13   0.000000E+00   0.313403E-02   0.313403E-02   0.313403E-02  -0.925979E-08   0.323794E-02   0.485341E-03   0.569716E-08
   0.112538E+04   0.298957E-02   0.347493E-03   0.148712E-13   0.148646E-13   0.000000E+00   0.257439E-02   0.257439E-02   0.257439E-02  -0.760628E-08   0.266452E-02   0.382359E-03   0.427398E-08
   0.124373E+04   0.246791E-02   0.239710E-03   0.999312E-14   0.998867E-14   0.000000E+00   0.211776E-02   0.211776E-02   0.211776E-02  -0.625713E-08   0.219389E-02   0.316715E-03   0.318098E-08
   0.137454E+04   0.203745E-02   0.172717E-03   0.673396E-14   0.673101E-14   0.000000E+00   0.174442E-02   0.174442E-02   0.174442E-02  -0.515406E-08   0.180769E-02   0.256825E-03   0.237795E-08
   0.151910E+04   0.168235E-02   0.127846E-03   0.454231E-14   0.454053E-14   0.000000E+00   0.143807E-02   0.143807E-02   0.143807E-02  -0.424891E-08   0.149056E-02   0.189269E-03   0.180539E-08
   0.167886E+04   0.138940E-02   0.931717E-04   0.306127E-14   0.306035E-14   0.000000E+00   0.118571E-02   0.118571E-02   0.118571E-02  -0.350328E-08   0.122974E-02   0.119707E-03   0.139349E-08
   0.185543E+04   0.114764E-02   0.641159E-04   0.205972E-14   0.205931E-14   0.000000E+00   0.977374E-03   0.977374E-03   0.977374E-03  -0.288775E-08   0.101484E-02   0.650799E-04   0.107883E-08
   0.205057E+04   0.948053E-03   0.414246E-04   0.138519E-14   0.138500E-14   0.000000E+00   0.805583E-03   0.805583E-03   0.805583E-03  -0.238017E-08   0.837573E-03   0.379462E-04   0.821857E-09
   0.226623E+04   0.783216E-03   0.267759E-04   0.933225E-15   0.933086E-15   0.000000E+00   0.664347E-03   0.664347E-03   0.664347E-03  -0.196288E-08   0.691321E-03   0.330200E-04   0.612215E-09
   0.250457E+04   0.647060E-03   0.189038E-04   0.630342E-15   0.630235E-15   0.000000E+00   0.548350E-03   0.548350E-03   0.548350E-03  -0.162015E-08   0.570728E-03   0.308899E-04   0.454269E-09
   0.276798E+04   0.534595E-03   0.139052E-04   0.426001E-15   0.425945E-15   0.000000E+00   0.452773E-03   0.452773E-03   0.452773E-03  -0.133776E-08   0.471299E-03   0.198851E-04   0.343713E-09
   0.305909E+04   0.441690E-03   0.932949E-05   0.287511E-15   0.287490E-15   0.000000E+00   0.373748E-03   0.373748E-03   0.373748E-03  -0.110427E-08   0.389239E-03   0.888317E-05   0.262049E-09
   0.338082E+04   0.364932E-03   0.594264E-05   0.194062E-15   0.194048E-15   0.000000E+00   0.308519E-03   0.308519E-03   0.308519E-03  -0.911549E-09   0.321468E-03   0.740990E-05   0.195781E-09
   0.373638E+04   0.301507E-03   0.424364E-05   0.131188E-15   0.131178E-15   0.000000E+00   0.254794E-03   0.254794E-03   0.254794E-03  -0.752815E-09   0.265511E-03   0.696021E-05   0.145840E-09
   0.412934E+04   0.249101E-03   0.293524E-05   0.886533E-16   0.886494E-16   0.000000E+00   0.210418E-03   0.210418E-03   0.210418E-03  -0.621700E-09   0.219311E-03   0.304271E-05   0.110381E-09
   0.456362E+04   0.205798E-03   0.189539E-05   0.598970E-16   0.598942E-16   0.000000E+00   0.173757E-03   0.173757E-03   0.173757E-03  -0.513380E-09   0.181147E-03   0.264821E-05   0.824346E-10
   0.504358E+04   0.170016E-03   0.135302E-05   0.404967E-16   0.404951E-16   0.000000E+00   0.143512E-03   0.143512E-03   0.143512E-03  -0.424019E-09   0.149625E-03   0.183253E-05   0.617584E-10
   0.557402E+04   0.140448E-03   0.882113E-06   0.273688E-16   0.273680E-16   0.000000E+00   0.118517E-03   0.118517E-03   0.118517E-03  -0.350169E-09   0.123586E-03   0.110140E-05   0.463124E-10
   0.616025E+04   0.116017E-03   0.617431E-06   0.185035E-16   0.185030E-16   0.000000E+00   0.978829E-04   0.978829E-04   0.978829E-04  -0.289204E-09   0.102076E-03   0.821085E-06   0.346420E-10
   0.680813E+04   0.958305E-04   0.408346E-06   0.125076E-16   0.125074E-16   0.000000E+00   0.808356E-04   0.808356E-04   0.808356E-04  -0.238837E-09   0.843073E-04   0.577184E-06   0.259201E-10
   0.752414E+04   0.791520E-04   0.279740E-06   0.845570E-17   0.845557E-17   0.000000E+00   0.667578E-04   0.667578E-04   0.667578E-04  -0.197242E-09   0.696288E-04   0.328363E-06   0.194117E-10
   0.831546E+04   0.653721E-04   0.190201E-06   0.571626E-17   0.571618E-17   0.000000E+00   0.551292E-04   0.551292E-04   0.551292E-04  -0.162885E-09   0.575031E-04   0.256719E-06   0.145092E-10
   0.919001E+04   0.539878E-04   0.128080E-06   0.386420E-17   0.386415E-17   0.000000E+00   0.455242E-04   0.455242E-04   0.455242E-04  -0.134505E-09   0.474867E-04   0.180519E-06   0.108489E-10
   0.101565E+05   0.445833E-04   0.865364E-07   0.261216E-17   0.261213E-17   0.000000E+00   0.375909E-04   0.375909E-04   0.375909E-04  -0.111066E-09   0.392129E-04   0.118947E-06   0.811235E-11
   0.112247E+05   0.368249E-04   0.592820E-07   0.176258E-17   0.176259E-17   0.000000E+00   0.310142E-04   0.310142E-04   0.310142E-04  -0.916344E-10   0.323864E-04   0.802306E-07   0.610078E-11
   0.124052E+05   0.304166E-04   0.406113E-07   0.118931E-17   0.118934E-17   0.000000E+00   0.255881E-04   0.255881E-04   0.255881E-04  -0.756025E-10   0.267483E-04   0.541161E-07   0.458801E-11
   0.137098E+05   0.251234E-04   0.278209E-07   0.802498E-18   0.802535E-18   0.000000E+00   0.211113E-04   0.211113E-04   0.211113E-04  -0.623754E-10   0.220917E-04   0.365017E-07   0.345035E-11
   0.151517E+05   0.207514E-04   0.190588E-07   0.541492E-18   0.541528E-18   0.000000E+00   0.174178E-04   0.174178E-04   0.174178E-04  -0.514625E-10   0.182458E-04   0.246207E-07   0.259478E-11
   0.167452E+05   0.171402E-04   0.130563E-07   0.365376E-18   0.365407E-18   0.000000E+00   0.143704E-04   0.143704E-04   0.143704E-04  -0.424588E-10   0.150694E-04   0.166068E-07   0.195137E-11
   0.185063E+05   0.141575E-04   0.894422E-08   0.246541E-18   0.246566E-18   0.000000E+00   0.118562E-04   0.118562E-04   0.118562E-04  -0.350304E-10   0.124460E-04   0.112014E-07   0.146750E-11
   0.204527E+05   0.116938E-04   0.612726E-08   0.166355E-18   0.166376E-18   0.000000E+00   0.978193E-05   0.978193E-05   0.978193E-05  -0.289017E-10   0.102793E-04   0.755544E-08   0.110361E-11
   0.226037E+05   0.965881E-05   0.419750E-08   0.112250E-18   0.112266E-18   0.000000E+00   0.807052E-05   0.807052E-05   0.807052E-05  -0.238452E-10   0.848975E-05   0.509620E-08   0.829957E-12
   0.249810E+05   0.797797E-05   0.287551E-08   0.757413E-19   0.757536E-19   0.000000E+00   0.665854E-05   0.665854E-05   0.665854E-05  -0.196733E-10   0.701178E-05   0.343742E-08   0.624158E-12
   0.276082E+05   0.658963E-05   0.196987E-08   0.511070E-19   0.511163E-19   0.000000E+00   0.549359E-05   0.549359E-05   0.549359E-05  -0.162314E-10   0.579111E-05   0.231857E-08   0.469389E-12
   0.305118E+05   0.544290E-05   0.134947E-08   0.344849E-19   0.344918E-19   0.000000E+00   0.453246E-05   0.453246E-05   0.453246E-05  -0.133916E-10   0.478294E-05   0.156389E-08   0.352997E-12
   0.337208E+05   0.449572E-05   0.924456E-09   0.232690E-19   0.232741E-19   0.000000E+00   0.373948E-05   0.373948E-05   0.373948E-05  -0.110487E-10   0.395028E-05   0.105485E-08   0.265467E-12
   0.372672E+05   0.371337E-05   0.633301E-09   0.157009E-19   0.157047E-19   0.000000E+00   0.308524E-05   0.308524E-05   0.308524E-05  -0.911564E-11   0.326258E-05   0.711507E-09   0.199641E-12
   0.411866E+05   0.306716E-05   0.433845E-09   0.105943E-19   0.105971E-19   0.000000E+00   0.254546E-05   0.254546E-05   0.254546E-05  -0.752081E-11   0.269460E-05   0.479917E-09   0.150137E-12
   0.455183E+05   0.253341E-05   0.297206E-09   0.714860E-20   0.715059E-20   0.000000E+00   0.210012E-05   0.210012E-05   0.210012E-05  -0.620500E-11   0.222550E-05   0.323707E-09   0.112908E-12
   0.503055E+05   0.209254E-05   0.203602E-09   0.482358E-20   0.482501E-20   0.000000E+00   0.173269E-05   0.173269E-05   0.173269E-05  -0.511940E-11   0.183807E-05   0.218343E-09   0.849111E-13
   0.555961E+05   0.172840E-05   0.139478E-09   0.325475E-20   0.325578E-20   0.000000E+00   0.142955E-05   0.142955E-05   0.142955E-05  -0.422374E-11   0.151808E-05   0.147274E-09   0.638562E-13
   0.614432E+05   0.142762E-05   0.955498E-10   0.219617E-20   0.219690E-20   0.000000E+00   0.117944E-05   0.117944E-05   0.117944E-05  -0.348477E-11   0.125380E-05   0.993373E-10   0.480222E-13
   0.679053E+05   0.117918E-05   0.654567E-10   0.148188E-20   0.148241E-20   0.000000E+00   0.973090E-06   0.973090E-06   0.973090E-06  -0.287509E-11   0.103553E-05   0.670037E-10   0.361144E-13
   0.750469E+05   0.973981E-06   0.448413E-10   0.999912E-21   0.100029E-20   0.000000E+00   0.802842E-06   0.802842E-06   0.802842E-06  -0.237208E-11   0.855252E-06   0.451945E-10   0.271593E-13
   0.829397E+05   0.804488E-06   0.307186E-10   0.674699E-21   0.674964E-21   0.000000E+00   0.662381E-06   0.662381E-06   0.662381E-06  -0.195707E-11   0.706362E-06   0.304840E-10   0.204248E-13
   0.916625E+05   0.664490E-06   0.210439E-10   0.455258E-21   0.455446E-21   0.000000E+00   0.546493E-06   0.546493E-06   0.546493E-06  -0.161467E-11   0.583392E-06   0.205617E-10   0.153602E-13
   0.101303E+06   0.548854E-06   0.144162E-10   0.307189E-21   0.307322E-21   0.000000E+00   0.450881E-06   0.450881E-06   0.450881E-06  -0.133217E-11   0.481830E-06   0.138690E-10   0.115514E-13
